	ID	TITLE	PREDICTED_MINIBATCH	PREDICTED_LDA	PREDICTED_HIERARCHICAL	PREDICTED_SPECTRAL	CONSENSUS	FINAL_PREDICTION
33	7259389	"Smartphone LG K10 TV Índigo com 16GB, Dual Chip, Tela de 5.3"" HD, 4G, Android 6.0, Câmera 13MP e Processador Octa Core de 1.14 GHz"	0	1	0	0	0	1
34	7528302	Smartphone Multilaser MS50 Colors Preto com Tela 5.0”, Dual Chip, Android 5.0, Câmera 8MP, Wi-Fi, 3G, Bluetooth e Processador Quad Core de 1.3 GHz	0	1	0	0	0	1
35	7528303	Smartphone Multilaser MS50 Colors Branco com Tela 5.0”, Dual Chip, Android 5.0, Câmera 8MP, Wi-Fi, 3G, Bluetooth e Processador Quad Core de 1.3 GHz	0	1	0	0	0	1
36	7528304	Smartphone Multilaser MS50 Senior Preto com Tela 5.0”, Dual Chip, Android 5.0, Câmera 8MP, Wi-Fi, 3G, Bluetooth e Processador Quad Core de 1.3 GHz	0	1	0	0	0	1
37	7923488	Smartphone ASUS Zenfone II ZE551 16GB 4G Tela 5.5 ZE551ML-6C705WW - BVOLT	0	1	0	0	0	1
38	8105618	Smartphone Asus Zenfone 2 ZE551ML, 4G Android 5.0 Intel Quad Core 2.3GHz 16GB Câmera 13MP Tela 5.5, Dourado	0	1	0	0	0	1
39	10025085	Moroccanoil Brilho Reflexivo Glimmer Shine 100 ml	0	0	0	0	0	0
40	10025985	Telefone de Mesa Estilo Roda Azul c/ Luz - AR5063	0	0	0	0	0	0
41	10026064	Maquina Para Corte E Acabamento De Pelo / Cabelo Wahl Detailer 5 Star Series Bivolt	0	0	0	0	0	0
42	10026491	Kit 4 Tinta Epson Universal High Definition Aton Cmyk 1 Litro	0	0	0	0	0	0
43	10026591	Caminhão Super Bombeiro Resgate Som E Luz - Magic Toys	0	0	0	0	0	0
44	10027375	Acordeon Sanfona 48 Baixos Michael Acm4803 C/ Bag E Hardcase	0	0	0	0	0	0
45	10027491	"Capa Folio Universal Rotativa 4"" Preta - Muvit"	0	1	0	1	0	1
46	10027515	Capa Iphone 6 Plus - Muvit	0	1	0	1	0	1
47	10027542	Transformers 4 Power Battlers Dinobot Strafe - Hasbro	0	1	0	0	0	1
48	10028171	Lixeira Basculante Grande 60 Litros Sanremo	0	0	0	0	0	0
49	10029373	Violão Infantil Acústico Nylon Michael Vm10e Bk 1/4 Preto	0	0	0	0	0	0
50	10029788	Marvel-Estojo Xeryus 4535	0	0	0	0	0	0
51	10029794	Playground Modular Advanced - Xalingo	0	0	0	0	0	0
52	10029797	Violão Jumbo Elétrico Michael Vm625dt Venetian Com Bag	0	0	0	0	0	0
53	10029798	Violão Elétrico Michael Vm921 Folk Aço Natural Fosco C/Bag	0	0	0	0	0	0
54	10029821	Cars-Rádio Controle Mater Tokyo Drift Yellow 2413	0	0	0	0	0	0
55	10029845	Violão Elétrico Michael Venetian Vm625dtst Aço - Natural Satin	0	0	0	0	0	0
56	10029931	Kit Babete Feminina com 3 Unidades Bordada Chocalho	0	0	0	0	0	0
57	10049750	Colchão Solteiro De Espuma Ortobom Viscomemory 88x188x32	0	1	0	0	0	1
58	10057726	Tinta Para Cartucho Hp 935xl Cyan Pigmentada 1 Litro Aton High Definition	0	0	0	0	0	0
59	10074259	Pelicula De Vidro Temperado Para Celular Lg G2 Lite D295	0	1	1	0	0	1
60	10074262	Pelicula De Vidro Temperado Para Samsung Galaxy E7 E700	0	1	1	1	1	0
61	10074327	Pelicula de Vidro Temperado para Asus Zenfone 6	0	1	0	0	0	1
62	10076032	Tinta Para Cartucho Hp E3e03a | 935xl Cyan Pigmentada 100ml	0	0	0	0	0	0
63	10078038	Playground Modular Adventure - Xalingo	0	0	0	0	0	0
64	10080076	Playground Modular Future - Xalingo	0	0	0	0	0	0
65	10080645	Pigmento Dailus Color Pro 06	0	0	0	0	0	0
66	10080655	Pigmento Dailus Color Pro - 04	0	0	0	0	0	0
67	10106758	Kit com 6 Porta-copos Bola 1	0	0	0	0	0	0
68	10111398	Memoria 4gb Ddr3 1333 Kvr13n9s8/4 Kingston	0	0	0	0	0	0
69	10111460	Tinta Para Cartucho Hp 935xl Cyan Pigmentada 500ml Aton High Definition	0	0	0	0	0	0
70	10111474	Tinta Para Cartucho Hp 935xl Magenta Pigmentada 100ml Aton High Definition	0	0	0	0	0	0
71	10111480	Tinta Para Cartucho Hp 934xl Black Pigmentada 500ml Aton High Definition	0	0	0	0	0	0
72	10119246	Headphone Sense Oex Hp-100 Preto	0	0	0	0	0	0
73	10146854	Estojo Nintendo Ds Mini Folio Pink Ds Nin	0	1	0	0	0	1
74	10156714	Colar Masculino Couro Zíper E Caveira Preto	0	0	0	0	0	0
75	10156720	Pulseira Masculina Feminina Lava Vulcância Crucifixo	0	0	0	0	0	0
76	10156960	Kit Pulseira Masculina Feminina Couro E Crucifixo	0	0	0	0	0	0
77	10157001	Cinta Slackline Azul 15 metros	0	0	0	0	0	0
78	10157055	Pulseira Masculina De Couro E Placa Faithfé	0	0	0	0	0	0
79	10157059	Kit Pulseira Masculina Couro E Tubo Açaí	0	0	0	0	0	0
80	10157104	Pulseira Masculina Feminina Couro Marrom Infinito Vintage	0	0	0	0	0	0
81	10157109	Pulseira Masculina Crucifixo E Ônix	0	0	0	0	0	0
82	10157129	Pulseira Masculina Pedra Ônix Olho Tigre	0	0	0	0	0	0
83	10157130	Pulseira Masculina Couro E Crucifixo Envelhecido	0	0	0	0	0	0
84	10157158	Kit Pulseiras Masculinas Femininas Couro E Olho Grego	0	0	0	0	0	0
85	10157160	Pulseira Masculina Pedra Ônix E Turquesa	0	0	0	0	0	0
86	10157164	Pulseira Masculina Feminina Pedra Ônix E Olho De Tigre	0	0	0	0	0	0
87	10157261	Pulseira Masculina Couro E Simbolo Infinito Ouro Velho	0	0	0	0	0	0
88	10157269	Pulseira Masculina Pedra Natural Jaspe	0	0	0	0	0	0
89	10157481	Kit Pulseiras Masculinas Femininas Turquesa Açaí E Cristais	0	0	0	0	0	0
90	10157538	Pulseiras Masculinas Couro E Crucifixo	0	0	0	0	0	0
91	10157548	Pulseira Masculina Feminina Pedra Ônix E Turquesa	0	0	0	0	0	0
92	10157589	Pulseira Masculina Shambala Olho De Tigre E Metais	0	0	0	0	0	0
93	10157599	Pulseira Masculina Shambala Ancôra	0	0	0	0	0	0
94	10157627	Kit Pulseiras Masculinas De Couro Anzol E Metal	0	0	0	0	0	0
95	10158095	Colar Masculino Em Couro Pingentes Preto	0	0	0	0	0	0
96	10168060	Capa  Película Vidro Iphone 5 / 5s Silicone Tpu Premium - Husky - Fumê	1	1	1	1	1	0
97	10169722	Bumper Ero Original Samsung Galaxy S3 Siii I9300 + Pingente Laço (Bd11)	0	1	0	1	0	1
98	10170169	Bumper Ero Original Galaxy S3 Siii I9300 + Pingente Laço (Bd06)	0	1	0	1	0	1
99	10170351	Bumper + Case Ero Iphone 4 /4s Original Premium + Película (Bd05)	0	1	0	1	0	1
100	10170805	Bumper Ero Original Galaxy S3 Siii I9300 + Pingente Laço (Bd01)	0	1	0	1	0	1
101	10171144	Bastão Retrátil em Polímero	0	0	0	0	0	0
102	10171191	Calça Feminina Camuflada Estonada Woodland Black	0	0	0	0	0	0
103	10171277	Churrasqueira Rotativa Vertical à Gás Amarela 1055 - Malta	0	0	0	0	0	0
104	10172173	Coldre Com Protetor De Coxa E Adaptador De Cintura - Canhoto	0	0	0	0	0	0
105	10172236	Bumper + Case Ero Iphone 4 /4s Original Premium + Película (Bd06)	0	1	0	0	0	1
106	10172238	Bumper Ero Original Samsung Galaxy S3 Siii I9300 + Pingente Laço (Bd13)	0	1	0	1	0	1
107	10172241	Bumper Ero Original Samsung Galaxy S3 Siii I9300 + Pingente Laço (Bd12)	0	1	0	1	0	1
108	10172251	Bumper Ero Original Samsung Galaxy S3 Siii I9300 + Pingente Laço (Bd10)	0	1	0	1	0	1
109	10172255	Bumper Ero Original Galaxy S3 Siii I9300 + Pingente Laço (Bd08)	0	1	0	1	0	1
110	10172262	Bumper Ero Original Galaxy S3 Siii I9300 + Pingente Laço (Bd05)	0	1	0	1	0	1
111	10172264	Bumper Ero Original Galaxy S3 Siii I9300 + Pingente Laço (Bd07)	0	1	0	1	0	1
112	10172273	Bumper Ero Original Galaxy S3 Siii I9300 + Pingente Laço (Bd04)	0	1	0	1	0	1
113	10172275	Bumper Ero Original Galaxy S3 Siii I9300 + Pingente Laço (Bd03)	0	1	0	1	0	1
114	10172279	Bumper Ero Original Galaxy S3 Siii I9300 + Pingente Laço (Bd02)	0	1	0	1	0	1
115	10174174	Capacete Agv Blade Celebr-8 Black	0	0	0	0	0	0
116	10174707	Película Vidro Temperado Lg G4 / Dual Proteção Máxima Invisível Alta Definição - Husky	0	1	1	1	1	1
117	10175114	Capa  Película Vidro Lg G4 / Dual Silicone Tpu Premium - Husky - Fumê	1	1	1	1	1	0
118	10175869	Película Vidro Temperado Moto Maxx Proteção Máxima Invisível Alta Definição - Husky	0	1	1	0	0	1
119	10176703	Forno Micro Ondas Panasonic Nn-St674s Inox 32l	0	0	0	0	0	0
120	10178736	Capa Lg G4 / Dual Silicone Tpu Premium - Husky - Fumê	1	1	1	1	1	0
121	10188031	Seladora Manual Térmica Com Pedal 25cm Para Embalagens 166 - Malta	0	0	0	0	0	0
122	10193770	Película Vidro Temperado Sony Xperia Z3 Compact Proteção Máxima Invisível Alta Definição - Husky	0	1	1	0	0	1
123	10195070	Kit 4 Tintas A Cartucho Hp 940 Cmyk Aton 100ml	0	0	0	0	0	0
124	10198749	Tinta Para Cartucho Hp 22 28 57 Cyan 500ml Corante	0	0	0	0	0	0
125	10198750	Tinta Para Cartucho Hp 22 28 57 Yellow 500ml Corante	0	0	0	0	0	0
126	10198759	Kit 4 Tintas Cmyk Para Cartucho Hp 21 | 22 1 Litro	0	0	0	0	0	0
127	10198837	Tinta Para Cartucho Hp 22 28 57 Magenta 500ml Corante	0	0	0	0	0	0
128	10198872	Kit 4 Tintas Cmyk 500ml Para Cartucho Hp 21 | 22	0	0	0	0	0	0
129	10198879	Tinta Para Cartucho Hp 21 27 56 Black 1 Litro Pigmentada	0	0	0	0	0	0
130	10198882	Tinta Para Cartucho Hp 22 28 57 1 Litro Corante Magenta	0	0	0	0	0	0
131	10198974	Tinta Para Cartucho Hp 940 Magenta Aton 100ml Corante	0	0	0	0	0	0
132	10198981	Tinta Para Cartucho Hp 22 28 57 1 Litro Corante Cyan	0	0	0	0	0	0
133	10199588	Churrasqueira Rotativa Vertical À Gás Vermelha 1054 - Malta	0	0	0	0	0	0
134	10200151	Kit 6 Tinta L800 Para Epson Bulk Ink Aton Cmyk 1 Litro	0	0	0	0	0	0
135	10200263	Tinta Para Cartucho Canon Pg210 | Mp495 Black Pigmentada 1 Litro	0	0	0	0	0	0
136	10200264	Tinta Para Cartucho Canon Cl211 | Mp495 Yellow Corante 1 Litro	0	0	0	0	0	0
137	10200268	Tinta Para Cartucho Canon Cl211 | Mp495 Cyan Corante 1 Litro	0	0	0	0	0	0
138	10200288	Tinta Para Cartucho Canon Cl211 | Mp495 Cyan Corante 500ml	0	0	0	0	0	0
139	10200290	Tinta Para Cartucho Canon Cl211 | Mp495 Magenta Corante 500ml	0	0	0	0	0	0
140	10200292	Tinta Para Cartucho Canon Cl211 | Mp495 Cyan Corante 100ml	0	0	0	0	0	0
141	10200300	Tinta Para Cartucho Canon Pg210 | Mp495 Black Pigmentada 100ml	0	0	0	0	0	0
142	10200306	Tinta Para Cartucho Canon Cl211 | Mp495 Magenta Corante 1 Litro	0	0	0	0	0	0
143	10200335	Tinta Para Cartucho Canon Pg210 | Mp495 Black Pigmentada 500ml	0	0	0	0	0	0
144	10200346	Tinta Para Cartucho Canon Cl211 | Mp495 Yellow Corante 500ml	0	0	0	0	0	0
145	10200449	Tinta Para Cartucho Canon Cl211 | Mp495 Magenta Corante 100ml	0	0	0	0	0	0
146	10200778	Capa Para Samsung S4 I9500 Homer Simpson Beer Now Com Película Protetora	1	1	1	1	1	1
147	10200842	Coqueteleira Blender Com Mola 600 Ml - Atlhetica	0	0	0	0	0	0
148	10200929	Capa para Celular Samsung S View Cover Galaxy S4 Mini, Branca	1	1	1	1	1	1
149	10201171	Anabolizante Capilar 1kg Forever Liss	0	0	0	0	0	0
150	10201863	Capacete Peels Spike Ladybug	0	0	0	0	0	0
151	10202297	Protetores Premium Iphone 4/4s Coloridos Dgipod1578 Isound	0	1	0	0	0	1
152	10202888	Bumper Para Iphone 5/5s Com Botões Cromados (Branco/Transparente)	0	1	0	0	0	1
153	10202890	Bumper Para Iphone 5/5s Com Botões Cromados (Azul)	0	1	0	0	0	1
154	10202891	Bumper Para Iphone 5/5s Com Botões Cromados (Branco)	0	1	0	0	0	1
155	10203071	Bota Masculina Mondeo Urban City Couro Preta	0	0	0	0	0	0
156	10203446	Película Protetora Ipod 30 E 60 Gb 2 Unid 18288 I-Concepts	0	1	0	0	0	1
157	10205638	Coldre Com Protetor De Coxa E Adaptador De Cintura - Destro	0	0	0	0	0	0
158	10206264	Tablet Multilaser M7s Quad Core Wi fi 7 Preto Nb184	0	1	0	0	0	1
159	10206380	Buggy Com Jet Ski E Boneca - Monte Líbano	0	1	0	0	0	1
160	10214290	Bumper  Case Kate Spade Premium Ny Iphone 4/4s  Pingente (Bd01)	0	1	0	0	0	1
161	10214291	Bumper  Case Kate Spade Premium Ny Iphone 4/4s  Pingente (Bd03)	0	1	0	0	0	1
162	10214293	Bumper  Case Kate Spade Premium Ny Iphone 4/4s  Pingente (Bd04)	0	1	0	0	0	1
163	10214294	Bumper  Case Kate Spade Premium Ny Iphone 4/4s  Pingente (Bd06)	0	1	0	0	0	1
164	10214297	Bumper  Case Kate Spade Premium Ny Iphone 5/5s (Bd 09)	0	1	0	0	0	1
165	10214303	Bumper  Case Kate Spade Premium Ny Iphone 4/4s  Pingente (Bd02)	0	1	0	0	0	1
166	10214304	Bumper  Case Kate Spade Premium Ny Iphone 4/4s  Pingente (Bd05)	0	1	0	0	0	1
167	10214324	Bumper  Case Kate Spade Premium Ny Iphone 5/5s (Bd 01)	0	1	0	0	0	1
168	10215527	Bumper Face Mirror Series Iphone 4 E 4s / Película (Bd02)	0	1	0	0	0	1
169	10215529	Capa Flip Cover Galaxy Grand Duos I9080/I9082 (Preto)	1	1	1	1	1	1
170	10215531	Bumper Face Mirror Series Iphone 4 E 4s / Película (Bd03)	0	1	0	0	0	1
171	10215534	Bumper / Case Iphone 4/4s Iface  Revolution  / Película (Cinza)	0	1	0	1	0	1
172	10215535	Bumper Face Mirror Series Iphone 4 E 4s / Película (Bd05)	0	1	0	0	0	1
173	10215539	Bumper Face Mirror Series Iphone 4 E 4s / Película (Bd08)	0	1	0	0	0	1
174	10215541	Bumper / Case Iphone 4/4s Iface  Revolution  / Película (Pink)	0	1	0	0	0	1
175	10215544	Bumper / Case Iphone 4/4s Iface  Revolution  / Película (Roxo)	0	1	0	1	0	1
176	10215545	Capa Flip Cover Galaxy Grand Duos I9080/I9082 (Chumbo)	1	1	1	1	1	0
177	10215551	Bumper Face Mirror Series Iphone 4 E 4s / Película (Bd04)	0	1	0	0	0	1
178	10215553	Bumper Face Mirror Series Iphone 4 E 4s / Película (Bd06)	0	1	0	0	0	1
179	10215555	Bumper / Case Iphone 4/4s Iface  Revolution  / Película (Branco)	0	1	0	1	0	1
180	10215557	Bumper / Case Iphone 4/4s Iface  Revolution  / Película (Azul)	0	1	0	1	0	1
181	10215563	Capa Flip Cover Galaxy Grand Duos I9080/I9082 (Branco)	1	1	1	1	1	0
182	10215565	Bumper / Case Iphone 4/4s Iface  Revolution  / Película (Rosa)	0	1	0	1	0	1
183	10215567	Capa Flip Cover Galaxy Grand Duos I9080/I9082 (Rosa)	1	1	1	1	1	0
184	10215568	Bumper Face Mirror Series Iphone 4 E 4s / Película (Bd01)	0	1	0	0	0	1
185	10220560	Boneco Minion Stuart Fart Dart Launcher - Toyng	0	1	0	0	0	1
186	10223260	Bumper  Case Flip Cover Fashion Iphone 5/5s (Bd04)	0	1	0	0	0	1
187	10224777	Capa Bag Case Para Piano Digital Casio Privia Px5s Sc700p	0	1	0	1	0	1
188	10226488	Fonte Atx Cx430 Corsair 1v V.3 430w Real 80 Plus Bronze	0	0	0	0	0	0
189	10226623	Suporte Veicular 360°Universal Smartphones/Celulares/Gps4.3	0	1	0	0	0	1
190	10226677	Bobina Em Papel Térmico Krp 80mm X 40m Caixa Com 30 Rolos Silfer	0	0	0	0	0	0
191	10227145	Kit 4 Tintas Cmyk Para Cartucho Hp 21 22 100ml	0	0	0	0	0	0
192	10227395	Capa Case Para Ipad Air 2 Apple Giratória 360º / Caneta Touch (Rosa)	0	1	0	1	0	1
193	10227738	Gabinete Gamer Strike X Advance En58032 Vermelho Aerocool	0	0	0	0	0	0
194	10228191	Kit 2 Vias 6 Bomber Upgrade - 120 Watts Rms	0	0	0	0	0	0
195	10228654	Rastilho Plastico P/Violao - Izzo	0	0	0	0	0	0
196	10228673	Regua Caixa Rack 19´´ 8 Tomadas Traseiras Ac 2pt Nbr 2707n Projeta	0	0	0	0	0	0
197	10229005	Cabo De Força Bipolar Para Fonte De Impressora 1.5m	0	0	0	0	0	0
198	10229064	Baterial Recarregavel 300mah 3,6v Aaa Ni-Mh Flex	0	0	0	0	0	0
199	10229098	Kit Telefone Celular Fixo Prokd-6000 Preto Proeletronic	0	0	0	0	0	0
200	10229104	Bateria Para Telefone Rural Ca40/Ca42/Ca403g 053048a Aquario	0	0	0	0	0	0
201	10229203	Memória Kingston Hyperx Savage 4gb 1600mhz Ddr3 Cl9 Vermelha Hx316c9sr/4	0	0	0	0	0	0
202	10229265	Película Para Sony Xperia P - Diamant	0	1	1	0	0	1
203	10229279	Memória 4gb Ddr3 Kingston Hyperx Fury 1600mhz Vermelho (Hx316c10fr/4)	0	0	0	0	0	0
204	10229375	Tablet Samsung Galaxy Tab A 4g Sm-P355m,8,16gb,Câmera 5mp, Android 5.0,Quad Core 1.2 Ghz  Branco	0	1	0	1	0	1
205	10229598	Guardanapo De Papel Folha Simples Azul Claro 30 X 33cm Pacote Com 50 Unidades Dafesta	0	0	0	0	0	0
206	10230429	Camiseta Decote V Plus Size	0	0	0	0	0	0
207	10230494	Memória 8Gb (1X8gb) Ddr3 1866Mhz Hyperx Fury Black Hx318c10fb/8 Kingston	0	0	0	0	0	0
208	10231173	Memoria Kingston HYPER X FURY RED DESK 8GB DDR3 1866 HX318C10FR/8	0	0	0	0	0	0
209	10231219	Memoria Desktop Gamer Hyperx Ddr3 Fury 8gb 1600mhz Ddr3 Non-Ecc Cl10 240-Pin Udimm Blue - Kingston	0	0	0	0	0	0
210	10231221	Memoria Desktop Gamer Hyperx Ddr3 Fury 8gb 1600mhz Ddr3 Non-Ecc Cl10 Udimm Black - Kingston	0	0	0	0	0	0
211	10231251	Memoria Desktop Gamer Hyperx Ddr3 Fury 4gb 1866mhz - Kingston	0	0	0	0	0	0
212	10231284	Linha YGK Nitlon DFC Fluorocarbon (0,32mm - 14lb) 100m	0	0	0	0	0	0
213	10231290	Memoria Desktop Gamer Hyperx Ddr3 Fury 4gb 1600mhz Ddr3 Non-Ecc Cl10 240-Pin Udimm Red - Kingston	0	0	0	0	0	0
214	10232662	Linha Ygk G-Soul Super Jigman X4 2.5 (0,26mm - 35lb) 300m	0	0	0	0	0	0
215	10236905	Capacete Ls2 Ff358 Réplica Alex Barros	0	0	0	0	0	0
216	10252444	Omnitrix Touch Omniverse Nova Versão - Sunny 654	0	0	0	0	0	0
217	10255571	Tartarugas Ninja - Splat Flyer - Dtc	0	0	0	0	0	0
218	10257994	Xploderz Munição - Sunny 401	0	0	0	0	0	0
219	10260741	Guardanapo De Papel Rosa Com Bolinha Branca Dafesta	0	0	0	0	0	0
220	10270678	Relógio De Ponto Cartografico	0	0	0	0	0	0
221	10272343	Colar Masculino Couro Pingentes Crucifixo E Nossa Senhora Aparecida Preto	0	0	0	0	0	0
222	10287158	Cortina Tipo Tenda Castelo Lilás Para Cama Alta Com Armário ? Casatema	0	0	0	0	0	0
223	10298119	Bumper Face Mirror Series Iphone 4 E 4s / Película (Bd07)	0	1	0	0	0	1
224	10337346	Wella Professionals Enrich - Máscara Hidratante Cabelo Normal a Fino 500ml	0	0	0	0	0	0
225	10338992	Coifa de Parede Esmeralda 90 Cm Inox - Suggar	0	0	0	0	0	0
226	10344521	Balcão de pia com 2 portas e 3 gavetas Bella - Acabamento em Melamínico - MDP - Branco/ Rústico	0	0	0	0	0	0
227	10355779	Carro Roller Baby Versati Mex Elt Azul Magic Toys 1034	0	0	0	0	0	0
228	10355794	Capa Flip Cover Galaxy Grand Duos I9080/I9082 (Verde)	1	1	1	1	1	1
229	10361123	Tinta Para Cartucho Hp 22 28 57 Yellow 100ml Corante Aton	0	0	0	0	0	0
230	10361282	Kit 4 Tintas Cmyk Aton Para Cartucho Hp 21 22 500ml	0	0	0	0	0	0
231	10361924	Kit 4 Tintas Cmyk Para Cartucho Hp 74 75 Aton 1 Litro	0	0	0	0	0	0
232	10362052	Tinta Para Cartucho Lexmark 26 Cyan Corante 1 Litro	0	0	0	0	0	0
233	10362157	Bicama Solteiro Empilhável ou Casal Madeira Maciça - Laqueado Branco - Casatema	0	1	0	0	0	1
234	10362166	Cama Solteiro Empilhável Madeira Maciça - Laqueado Branco - CasaTema	0	1	0	0	0	1
235	10363102	Carteira Travel Wallet Sea To Summit Roxo G	0	1	0	0	0	1
236	10365719	Cabo Hdmi X Dvi 1.8 Metros Hdmi 1.4 10,2 Gbps	0	0	0	0	0	0
